exoplanet_name,distance_ly,star_brightness,planet_type,discovery_year,mass_multiplier,mass_unit,radius_multiplier,radius_unit,orbit_radius_au,orbit_period_days,eccentricity,detection_method,mass_earth_multiplier,radius_earth_multiplier,mass_earth_kg,radius_earth_m,exoplanet_volume_m3,exoplanet_density_kg_m3
CoRoT-9 b,1347.0,13.637,Gas giant,2009,0.84,Jupiter,1.066,Jupiter,0.4021,0.2609172,0.13,Transit,266.952,11.948794,1.594237344e+27,76125766.574,1.8479220435209344e+24,862.7189385989591
CoRoTID 223977153 b,1881.0,13.626,Gas giant,2017,0.15,Jupiter,0.57,Jupiter,0.071,0.0183436,0.0,Transit,47.67,6.389129999999999,2.8468524000000003e+26,40705147.22999999,2.825118044503198e+23,1007.6932556992055
CT Chamaleontis b,622.0,12.335,Gas giant,2007,17.0,Jupiter,2.2,Jupiter,440.0,0.99931556,0.0,Direct imaging,5402.6,24.6598,3.2264327200000004e+28,157107585.8,1.6243517270021049e+25,1986.2894632769517
DE Canum Venaticorum b,100.0,12.956,Gas giant,2018,12.0293,Jupiter,1.1,Jupiter,5.75,11.2,0.0,Eclipse timing variations,3822.91154,12.3299,2.283042771688e+28,78553792.9,2.030439658752631e+24,11244.080866163498
DENIS-P J082303.1-491201 b,68.0,,Gas giant,2013,28.5,Jupiter,1.06,Jupiter,0.36,0.67460644,0.35,Astrometry,9057.300000000001,11.88154,5.4090195600000005e+28,75697291.33999999,1.8168941552283414e+24,29770.691619183577
DH Tauri b,440.0,13.98,Gas giant,2004,11.0,Jupiter,2.7,Jupiter,330.0,10441.5,0.0,Direct imaging,3495.8,30.264300000000002,2.0876917600000004e+28,192813855.3,3.0026404059525195e+25,695.2853081778627
DMPP-1 b,204.0,7.98,Neptune-like,2019,24.27,Earth,0.472,Jupiter,0.1462,0.050924025,0.083,Radial velocity,24.27,5.290647999999999,1.4494044e+26,33706718.40799999,1.6041243376226716e+23,903.5486626604219
DMPP-1 c,204.0,7.98,Neptune-like,2019,9.6,Earth,0.273,Jupiter,0.0733,0.018069815,0.057,Radial velocity,9.6,3.060057,5.73312e+25,19495623.147,3.1038446273718047e+22,1847.1027671428728
DMPP-1 d,204.0,7.98,Super earth,2019,3.35,Earth,1.65,Earth,0.0422,0.007939767,0.07,Radial velocity,3.35,1.65,2.00062e+25,10512150.0,4.86590087133573e+21,4111.509981194527
DMPP-1 e,204.0,7.98,Super earth,2019,4.13,Earth,1.86,Earth,0.0651,0.015058179,0.07,Radial velocity,4.13,1.86,2.466436e+25,11850060.0,6.970280528106398e+21,3538.5032066565213
DMPP-2 b,450.0,8.57,Gas giant,2019,0.437,Jupiter,1.28,Jupiter,0.0664,0.014236824,0.08,Radial velocity,138.8786,14.34752,8.293829992000001e+26,91408049.92,3.199204050512695e+24,259.24667076708835
DMPP-3 A b,148.0,9.066,Super earth,2019,2.58,Earth,1.41,Earth,0.0662,0.0183436,0.14,Radial velocity,2.58,1.41,1.540776e+25,8983110.0,3.03646837664727e+21,5074.236938707245
DP Leonis b,997.0,18.6837,Gas giant,2009,6.28,Jupiter,1.14,Jupiter,8.19,28.0,0.39,Eclipse timing variations,1995.784,12.778259999999998,1.1918822048e+28,81410294.45999998,2.2600944356025584e+24,5273.594704825841
DS Tucanae A b,144.0,8.17,Neptune-like,2019,1.3,Jupiter,0.509,Jupiter,,0.022176592,0.0,Transit,413.14000000000004,5.705381,2.4672720800000004e+27,36348982.351,2.0117100199076547e+23,12264.551329884303
EPIC 201170410.02,437.0,17.6984,Super earth,2020,1.15,Earth,1.047,Earth,0.0349,0.018617386,0.0,Transit,1.15,1.047,6.8678e+24,6670437.0,1.2432299661506692e+21,5524.158994706599
EPIC 201238110 b,520.0,16.014,Super earth,2019,4.16,Earth,1.87,Earth,,0.077207394,0.0,Transit,4.16,1.87,2.4843520000000003e+25,11913770.0,7.083309920258502e+21,3507.3320636369035
EPIC 201427007 b,2304.0,14.321,Super earth,2021,2.86,Earth,1.5,Earth,,0.0019164955,0.0,Transit,2.86,1.5,1.707992e+25,9556500.0,3.655823344354418e+21,4671.976294034017
EPIC 201497682 b,825.0,13.948,Terrestrial,2019,0.26,Earth,0.692,Earth,,0.0057494864,0.0,Transit,0.26,0.692,1.5527200000000002e+24,4408732.0,3.5894648754367005e+20,4325.770146479268
EPIC 201595106 b,757.0,11.746,Super earth,2021,2.24,Earth,1.3,Earth,,0.0024640656,0.0,Transit,2.24,1.3,1.3377280000000002e+25,8282300.0,2.3798055963101207e+21,5621.165031606541
EPIC 201615463 c,1556.0,12.081,Super earth,2019,1.98,Earth,1.22,Earth,,0.010403832,0.0,Transit,1.98,1.22,1.1824560000000001e+25,7772620.0,1.966939113540528e+21,6011.65532710139
EPIC 201754305 d,1093.0,14.668,Super earth,2019,1.08,Earth,1.03,Earth,,0.0073921974,0.0,Transit,1.08,1.03,6.44976e+24,6562130.0,1.1836494446241097e+21,5449.045770513789
EPIC 201757695.02,1884.0,14.974,Terrestrial,2020,0.688,Earth,0.908,Earth,0.0296,0.0054757018,0.0,Transit,0.688,0.908,4.108736e+24,5784868.0,8.109031176012081e+20,5066.864229298258
EPIC 201833600 c,840.0,14.705,Terrestrial,2019,0.972,Earth,1.0,Earth,,0.0109514035,0.0,Transit,0.972,1.0,5.804784e+24,6371000.0,1.0832069168457536e+21,5358.887493908598
EPIC 201841433 b,1424.0,14.983,Super earth,2019,1.12,Earth,1.04,Earth,0.035,0.011498973,0.0,Transit,1.12,1.04,6.688640000000001e+24,6625840.0,1.2184604653107817e+21,5489.418976178263
EPIC 205950854 c,796.0,12.365,Super earth,2019,2.27,Earth,1.31,Earth,,0.022176592,0.0,Transit,2.27,1.31,1.355644e+25,8346010.0,2.435147720898687e+21,5566.988763620886
EPIC 206024342 b,1207.0,13.096,Super earth,2019,3.53,Earth,1.7,Earth,,0.0123203285,0.0,Transit,3.53,1.7,2.108116e+25,10830700.0,5.321795582463187e+21,3961.2870643638303
EPIC 206024342 c,1207.0,13.096,Super earth,2021,2.54,Earth,1.4,Earth,,0.0024640656,0.0,Transit,2.54,1.4,1.516888e+25,8919400.0,2.972319779824748e+21,5103.3809023383
EPIC 206024342 d,1207.0,13.096,Neptune-like,2021,7.27,Earth,0.232,Jupiter,,0.039972622,0.0,Transit,7.27,2.600488,4.341644e+25,16567709.047999999,1.9049166891590353e+22,2279.1778898827897
EPIC 206032309 b,526.0,17.89,Super earth,2019,1.01,Earth,1.01,Earth,,0.007939767,0.0,Transit,1.01,1.01,6.03172e+24,6434710.0,1.1160291696330968e+21,5404.625760797072
EPIC 206042996 b,1474.0,16.59,Super earth,2019,3.53,Earth,1.7,Earth,,0.01451061,0.0,Transit,3.53,1.7,2.108116e+25,10830700.0,5.321795582463187e+21,3961.2870643638303
EPIC 206042996 c,1474.0,16.59,Super earth,2021,1.87,Earth,1.2,Earth,,0.0010951404,0.0,Transit,1.87,1.2,1.1167640000000002e+25,7645200.0,1.871781552309462e+21,5966.315880301855
EPIC 206215704 b,358.0,17.83,Terrestrial,2019,0.972,Earth,1.0,Earth,,0.0062970566,0.0,Transit,0.972,1.0,5.804784e+24,6371000.0,1.0832069168457536e+21,5358.887493908598
EPIC 206317286 b,1025.0,14.005,Terrestrial,2019,0.84,Earth,0.96,Earth,,0.0043805614,0.0,Transit,0.84,0.96,5.01648e+24,6116160.0,9.583521547824447e+20,5234.485021989428
EPIC 206317286 c,1025.0,14.005,Super earth,2022,5.03,Earth,2.094,Earth,,0.04791239,0.0,Transit,5.03,2.094,3.0039160000000003e+25,13340874.0,9.945839729205353e+21,3020.273885149369
EPIC 211822797 b,607.0,15.133,Super earth,2016,4.35,Earth,1.92,Earth,0.1195,0.05804244,0.06,Transit,4.35,1.92,2.59782e+25,12232320.0,7.666817238259557e+21,3388.3943222699418
EPIC 211945201 b,593.0,10.154,Neptune-like,2018,27.0,Earth,0.514,Jupiter,0.1493,0.05338809,0.0,Transit,27.0,5.761426,1.6124400000000002e+26,36706045.046000004,2.0715784714280873e+23,778.3629837050922
EPIC 212297394 b,1365.0,14.611,Super earth,2019,2.79,Earth,1.48,Earth,,0.0062970566,0.0,Transit,2.79,1.48,1.666188e+25,9429080.0,3.511531517375229e+21,4744.904016255075
EPIC 212297394 c,1365.0,14.611,Neptune-like,2016,5.77,Earth,0.203,Jupiter,,0.014236824,0.0,Transit,5.77,2.275427,3.445844e+25,14496745.417000001,1.276145360120214e+22,2700.1970995493793
EPIC 212424622 b,1996.0,13.441,Neptune-like,2019,5.35,Earth,2.17,Earth,,0.0495551,0.0,Transit,5.35,2.17,3.19502e+25,13825070.0,1.106854732009488e+22,2886.5757245302284
EPIC 212499991 b,924.0,13.672,Super earth,2019,3.19,Earth,1.6,Earth,,0.095551,0.0,Transit,3.19,1.6,1.905068e+25,10193600.0,4.436815531400207e+21,4293.77328518047
EPIC 212587672 b,1044.0,12.488,Super earth,2019,2.13,Earth,1.26,Earth,,0.041889116,0.0,Transit,2.13,1.26,1.272036e+25,8027460.0,2.1668211194922412e+21,5870.516899420293
EPIC 212587672 c,1044.0,12.488,Neptune-like,2016,5.99,Earth,0.207,Jupiter,,0.06351814,0.0,Transit,5.99,2.3202629999999997,3.5772280000000002e+25,14782395.572999999,1.3530787340453442e+22,2643.7692870281417
EPIC 212624936 b,1833.0,13.976,Super earth,2021,1.87,Earth,1.2,Earth,,0.0016427105,0.0,Transit,1.87,1.2,1.1167640000000002e+25,7645200.0,1.871781552309462e+21,5966.315880301855
EPIC 212624936 c,1833.0,13.976,Neptune-like,2021,5.9,Earth,0.205,Jupiter,,0.03230664,0.0,Transit,5.9,2.2978449999999997,3.5234800000000006e+25,14639570.494999997,1.3142367742382605e+22,2681.00852834698
EPIC 212737443 b,1097.0,14.81,Neptune-like,2019,7.2,Earth,0.231,Jupiter,0.098,0.037234772,0.2,Transit,7.2,2.589279,4.29984e+25,16496296.509,1.880390167970811e+22,2286.6743685647402
EPIC 212737443 c,1097.0,14.81,Neptune-like,2019,7.7,Earth,0.24,Jupiter,0.28,0.17960301,0.2,Transit,7.7,2.6901599999999997,4.598440000000001e+25,17139009.36,2.108850326265692e+22,2180.543560975625
EPIC 220492298 b,2037.0,13.991,Terrestrial,2021,0.937,Earth,0.99,Earth,,0.0021902807,0.0,Transit,0.937,0.99,5.595764e+24,6307290.0,1.0510345882085179e+21,5324.05314038042
EPIC 220554210 c,1619.0,14.21,Super earth,2019,3.19,Earth,1.6,Earth,,0.0019164955,0.0,Transit,3.19,1.6,1.905068e+25,10193600.0,4.436815531400207e+21,4293.77328518047
EPIC 220674823 b,798.0,12.101,Super earth,2016,7.72,Earth,1.6,Earth,0.01312,0.0016427105,0.0,Transit,7.72,1.6,4.610384e+25,10193600.0,4.436815531400207e+21,10391.200552223583
EPIC 220674823 c,798.0,12.101,Neptune-like,2016,5.8,Earth,2.2,Earth,0.1091,0.036413416,0.18,Transit,5.8,2.2,3.46376e+25,14016200.000000002,1.1533987250573589e+22,3003.0898463389112
EPIC 228836835 b,490.0,16.77,Super earth,2021,1.37,Earth,1.1,Earth,,0.0019164955,0.0,Transit,1.37,1.1,8.181640000000001e+24,7008100.000000001,1.4417484063216986e+21,5674.804261357668
EPIC 246851721 b,1216.0,11.237,Gas giant,2018,3.0,Jupiter,1.051,Jupiter,0.07229,0.016974675,0.0,Transit,953.4000000000001,11.780658999999998,5.693704800000001e+27,75054578.489,1.7710066018408733e+24,3214.9540233682237
EPIC 248847494 b,1800.0,12.353,Gas giant,2018,13.0,Jupiter,1.11,Jupiter,4.5,10.0,0.0,Transit,4131.400000000001,12.44199,2.4672720800000005e+28,79267918.29,2.0863202261003151e+24,11825.951017173182
EPIC 249893012 b,1048.0,11.429,Super earth,2020,8.75,Earth,1.95,Earth,0.047,0.009856262,0.06,Transit,8.75,1.95,5.2255e+25,12423450.0,8.031843887546657e+21,6505.978045840903
EPIC 249893012 c,1048.0,11.429,Neptune-like,2020,14.67,Earth,0.327,Jupiter,0.13,0.042710472,0.07,Transit,14.67,3.665343,8.760924000000001e+25,23351900.253,5.334027986667056e+22,1642.4593237791064
EPIC 249893012 d,1048.0,11.429,Neptune-like,2020,10.18,Earth,0.352,Jupiter,0.22,0.097741276,0.15,Transit,10.18,3.9455679999999997,6.079496e+25,25137213.728,6.65334467380062e+22,913.750346339292
Epsilon Coronae Borealis b,228.0,4.12577,Gas giant,2012,6.7,Jupiter,1.13,Jupiter,1.3,1.1441479,0.11,Radial velocity,2129.26,12.66617,1.2715940720000002e+28,80696169.07,2.201138461529071e+24,5776.9835665706305
Epsilon Eridani b,10.0,3.71548,Gas giant,2000,0.66,Jupiter,1.25,Jupiter,3.53,7.3,0.07,Radial velocity,209.74800000000002,14.01125,1.2526150560000002e+27,89265673.75,2.97949095304375e+24,420.412438144969
Epsilon Indi A b,12.0,4.69,Gas giant,2019,3.25,Jupiter,1.17,Jupiter,11.55,45.2,0.26,Radial velocity,1032.8500000000001,13.114529999999998,6.168180200000001e+27,83552670.63,2.443259619213957e+24,2524.570107692617
Epsilon Tauri b,155.0,3.523,Gas giant,2006,7.6,Jupiter,1.13,Jupiter,1.93,1.6,0.15,Radial velocity,2415.28,12.66617,1.4424052160000003e+28,80696169.07,2.201138461529071e+24,6552.996284468178
FU Tauri b,435.0,,Gas giant,2008,16.0,Jupiter,1.09,Jupiter,800.0,101250.8,0.0,Direct imaging,5084.8,12.21781,3.0366425600000003e+28,77839667.51,1.9755659209877993e+24,15371.000925555822
G 264-012 b,52.0,13.078,Super earth,2021,2.5,Earth,1.39,Earth,0.02279,0.0062970566,0.0,Radial velocity,2.5,1.39,1.4930000000000002e+25,8855690.0,2.909081076812376e+21,5132.204846060716
G 264-012 c,52.0,13.078,Super earth,2021,3.75,Earth,1.76,Earth,0.0525,0.022176592,0.0,Radial velocity,3.75,1.76,2.2395000000000003e+25,11212960.0,5.905401472293675e+21,3792.290855256911
G 9-40 b,91.0,13.821,Super earth,2019,4.76,Earth,2.025,Earth,0.0385,0.015605749,0.0,Transit,4.76,2.025,2.842672e+25,12901275.0,8.994696360866002e+21,3160.3868390353423
Gaia-1 b,1186.0,13.242,Gas giant,2022,1.68,Jupiter,1.229,Jupiter,0.04047,0.008487337,0.0,Transit,533.904,13.775861,3.188474688e+27,87766010.43100001,2.831833275940461e+24,1125.9401162807148
Gaia-2 b,683.0,11.277,Gas giant,2022,0.817,Jupiter,1.322,Jupiter,0.0467,0.010130048,0.0,Transit,259.6426,14.818298,1.5505856072000002e+27,94407376.558,3.524572087030914e+24,439.9358472211609
gam1 Leonis b,130.0,1.99509,Gas giant,2009,8.78,Jupiter,1.12,Jupiter,1.19,1.173169,0.14,Radial velocity,2790.284,12.55408,1.6663576048000002e+28,79982043.68,2.1432167760270598e+24,7775.030614910422
Gamma Cephei b,46.0,3.23006,Gas giant,2003,9.4,Jupiter,1.12,Jupiter,2.05,2.5,0.05,Radial velocity,2987.32,12.55408,1.7840275040000003e+28,79982043.68,2.1432167760270598e+24,8324.06466744396
Gamma Librae b,155.0,3.90672,Gas giant,2018,1.02,Jupiter,1.23,Jupiter,1.24,1.1367557,0.21,Radial velocity,324.156,13.78707,1.9358596320000002e+27,87837422.97,2.838751432354644e+24,681.9405214334927
Gamma Librae c,155.0,3.90672,Gas giant,2018,4.58,Jupiter,1.15,Jupiter,2.17,2.6,0.06,Radial velocity,1455.5240000000001,12.890349999999998,8.692389328000001e+27,82124419.85,2.3200938512437312e+24,3746.5679775584413
Gamma Piscium b,135.0,3.69252,Gas giant,2021,1.34,Jupiter,1.22,Jupiter,1.32,1.5,0.2,Radial velocity,425.85200000000003,13.67498,2.543188144e+27,87123297.58,2.770074976308525e+24,918.093613259927
GJ 1002 b,16.0,13.76,Super earth,2022,1.08,Earth,1.03,Earth,0.0457,0.028199865,0.0,Radial velocity,1.08,1.03,6.44976e+24,6562130.0,1.1836494446241097e+21,5449.045770513789
GJ 1002 c,16.0,13.76,Super earth,2022,1.36,Earth,1.1,Earth,0.0738,0.05804244,0.0,Radial velocity,1.36,1.1,8.121920000000001e+24,7008100.000000001,1.4417484063216986e+21,5633.382332442648
GJ 1061 b,12.0,12.7,Super earth,2020,1.37,Earth,1.1,Earth,0.021,0.008761123,0.31,Radial velocity,1.37,1.1,8.181640000000001e+24,7008100.000000001,1.4417484063216986e+21,5674.804261357668
GJ 1061 c,12.0,12.7,Super earth,2020,1.74,Earth,1.18,Earth,0.035,0.0183436,0.29,Radial velocity,1.74,1.18,1.039128e+25,7517780.0,1.779743626998912e+21,5838.638690631115
GJ 1061 d,12.0,12.7,Super earth,2020,1.64,Earth,1.16,Earth,0.054,0.03559206,0.53,Radial velocity,1.64,1.16,9.79408e+24,7390359.999999999,1.6907733436768686e+21,5792.662888037458
GJ 1132 b,41.0,13.68,Super earth,2015,1.66,Earth,1.13,Earth,0.0153,0.0043805614,0.22,Transit,1.66,1.13,9.91352e+24,7199229.999999999,1.5629560106959868e+21,6342.801673340437
GJ 1132 c,41.0,13.68,Super earth,2018,2.64,Earth,1.43,Earth,0.0476,0.02436687,0.27,Radial velocity,2.64,1.43,1.5766080000000003e+25,9110530.0,3.1675212486887704e+21,4977.418859155733
GJ 1148 b,36.0,11.939,Gas giant,2010,0.30425,Jupiter,1.07,Jupiter,0.166,0.113347024,0.38,Radial velocity,96.69065,11.99363,5.774365618000001e+26,76411416.73,1.868802322221863e+24,308.9875022808577
GJ 1148 c,36.0,11.939,Gas giant,2017,0.21414,Jupiter,0.866,Jupiter,0.912,1.5,0.34,Radial velocity,68.053692,9.706994,4.06416648624e+26,61843258.774,9.90753711861064e+23,410.2095644542918
GJ 1151 c,26.0,13.76,Neptune-like,2023,10.62,Earth,0.29,Jupiter,0.5714,1.0669404,0.0,Radial velocity,10.62,3.2506099999999996,6.342264e+25,20709636.31,3.7205404085137418e+22,1704.6620392798175
GJ 1214 b,48.0,15.1,Neptune-like,2009,8.17,Earth,0.245,Jupiter,0.0149,0.0043805614,0.063,Transit,8.17,2.746205,4.879124e+25,17496072.055,2.2434184392617226e+22,2174.8613252932214
GJ 1252 b,66.0,12.68,Super earth,2020,1.32,Earth,1.18,Earth,0.00915,0.0013689254,0.0,Transit,1.32,1.18,7.883040000000001e+24,7517780.0,1.779743626998912e+21,4429.31211013395
GJ 1265 b,33.0,14.01,Neptune-like,2018,7.4,Earth,0.234,Jupiter,0.026,0.010130048,0.04,Radial velocity,7.4,2.622906,4.41928e+25,16710534.126,1.954607695371166e+22,2260.9549785696563
GJ 143 b,53.0,8.08,Neptune-like,2019,22.7,Earth,0.233,Jupiter,0.1915,0.09746748,0.19,Transit,22.7,2.611697,1.355644e+26,16639121.587,1.9296555598592803e+22,7025.315958972802
GJ 15 A b,12.0,8.09,Super earth,2014,3.03,Earth,1.55,Earth,0.072,0.031211497,0.09,Radial velocity,3.03,1.55,1.809516e+25,9875050.0,4.033727157468981e+21,4485.965285603021
GJ 15 A c,12.0,8.09,Neptune-like,2018,36.0,Earth,0.595,Jupiter,5.4,20.8,0.27,Radial velocity,36.0,6.6693549999999995,2.1499200000000002e+26,42490460.705,3.213386236761762e+23,669.0512255901574
GJ 160.2 b,84.0,9.7,Neptune-like,2014,10.2,Earth,0.283,Jupiter,0.053,0.014236824,0.06,Radial velocity,10.2,3.1721469999999994,6.09144e+25,20209748.536999997,3.457572844315893e+22,1761.7676544440924
GJ 163 b,49.0,11.79,Neptune-like,2013,10.6,Earth,0.29,Jupiter,0.0607,0.023545519,0.07,Radial velocity,10.6,3.2506099999999996,6.33032e+25,20709636.31,3.7205404085137418e+22,1701.45175295349
GJ 163 c,49.0,11.79,Neptune-like,2013,6.8,Earth,0.223,Jupiter,0.1254,0.07008898,0.1,Radial velocity,6.8,2.499607,4.06096e+25,15924996.197,1.6917127449432335e+22,2400.5021018720695
GJ 163 d,49.0,11.79,Neptune-like,2013,29.4,Earth,0.528,Jupiter,1.0304,1.7,0.37,Radial velocity,29.4,5.9183520000000005,1.755768e+26,37705820.592,2.245503827407709e+23,781.9038108819088
GJ 179 b,40.0,11.963,Gas giant,2009,0.82,Jupiter,1.24,Jupiter,2.41,6.3,0.21,Radial velocity,260.596,13.89916,1.556279312e+27,88551548.36,2.9085537069343164e+24,535.069821227525
GJ 180 b,39.0,10.914,Neptune-like,2014,6.49,Earth,0.217,Jupiter,0.092,0.04681725,0.07,Radial velocity,6.49,2.432353,3.875828e+25,15496520.963,1.5588030023101103e+22,2486.412968319994
GJ 180 c,39.0,10.914,Neptune-like,2014,6.4,Earth,0.215,Jupiter,0.129,0.06652977,0.09,Radial velocity,6.4,2.409935,3.8220800000000003e+25,15353695.885,1.5160984781033564e+22,2520.9971879804493
GJ 180 d,39.0,10.914,Neptune-like,2020,7.56,Earth,0.237,Jupiter,0.309,0.29103354,0.14,Radial velocity,7.56,2.6565329999999996,4.514832e+25,16924771.742999997,2.0307528437728713e+22,2223.2306673086014
GJ 2030 b,121.0,6.20902,Super earth,2022,4.59248,Earth,1.98,Earth,0.034411,0.006570842,0.24,Radial velocity,4.59248,1.98,2.742629056e+25,12614580.0,8.408276705668143e+21,3261.8206464960335
GJ 2030 c,121.0,6.20902,Gas giant,2022,12.79888,Jupiter,1.1,Jupiter,16.763449,70.0,0.04,Radial velocity,4067.484064,12.3299,2.4291014830208e+28,78553792.9,2.030439658752631e+24,11963.426110939346
GJ 2056 b,93.0,10.37,Neptune-like,2020,16.2,Earth,0.372,Jupiter,0.283,0.19164956,0.72,Radial velocity,16.2,4.169748,9.67464e+25,26565464.508,7.853095008722657e+22,1231.952496341137
GJ 229 A c,19.0,8.15,Neptune-like,2020,8.57613,Earth,0.256,Jupiter,0.384214,0.33374402,0.37,Radial velocity,8.57613,2.869504,5.121664836e+25,18281609.984,2.5593632404101564e+22,2001.1480805589815
GJ 229 b,19.0,8.15,Neptune-like,2014,14.85045,Earth,0.353,Jupiter,1.086215,1.6,0.4,Radial velocity,14.85045,3.9567769999999998,8.868688740000002e+25,25208626.266999997,6.710210561190066e+22,1321.6707075175784
GJ 251 b,18.0,9.89,Super earth,2020,4.0,Earth,1.83,Earth,0.0818,0.03887748,0.1,Radial velocity,4.0,1.83,2.3888e+25,11658930.0,6.638419508199281e+21,3598.446884909175
GJ 27.1 b,77.0,11.45,Neptune-like,2014,13.0,Earth,0.327,Jupiter,0.101,0.04325804,0.08,Radial velocity,13.0,3.665343,7.7636e+25,23351900.253,5.334027986667056e+22,1455.485426661785
GJ 273 b,19.0,9.84,Super earth,2017,2.89,Earth,1.51,Earth,0.091101,0.050924025,0.1,Radial velocity,2.89,1.51,1.7259080000000001e+25,9620210.0,3.729428337561004e+21,4627.808456908762
GJ 273 c,19.0,9.84,Super earth,2017,1.18,Earth,1.06,Earth,0.036467,0.012867898,0.17,Radial velocity,1.18,1.06,7.04696e+24,6753260.0,1.290116769273962e+21,5462.265252133581
GJ 3021 b,57.0,6.59,Gas giant,2000,3.37,Jupiter,1.17,Jupiter,0.49,0.36605063,0.51,Radial velocity,1070.986,13.114529999999998,6.395928392000001e+27,83552670.63,2.443259619213957e+24,2617.7850039766518
GJ 3082 b,54.0,11.041,Neptune-like,2020,8.2,Earth,0.249,Jupiter,0.079,0.032580424,0.22,Radial velocity,8.2,2.791041,4.8970399999999995e+25,17781722.211,2.35510390918844e+22,2079.330759417533
GJ 3090 b,73.0,11.403,Neptune-like,2022,3.34,Earth,2.13,Earth,0.03165,0.007939767,0.32,Transit,3.34,2.13,1.9946480000000002e+25,13570230.0,1.0467675112009873e+22,1905.5310550396064
GJ 3138 b,93.0,10.8275,Super earth,2017,1.78,Earth,1.18,Earth,0.0197,0.003285421,0.19,Radial velocity,1.78,1.18,1.063016e+25,7517780.0,1.779743626998912e+21,5972.860269726084
GJ 3138 c,93.0,10.8275,Super earth,2017,4.18,Earth,1.88,Earth,0.057,0.016427105,0.11,Radial velocity,4.18,1.88,2.496296e+25,11977480.0,7.197554670571308e+21,3468.255698295176
GJ 3138 d,93.0,10.8275,Neptune-like,2017,10.5,Earth,0.288,Jupiter,0.698,0.7058179,0.32,Radial velocity,10.5,3.2281919999999995,6.2706000000000005e+25,20566811.231999997,3.644093363787115e+22,1720.75722930526
GJ 317 b,50.0,12.4,Gas giant,2007,2.5,Jupiter,1.18,Jupiter,1.151,1.9,0.07,Radial velocity,794.5,13.226619999999999,4.744754e+27,84266796.02,2.5064442775354255e+24,1893.0219365042074
GJ 317 c,50.0,12.4,Gas giant,2018,1.64396,Jupiter,1.2,Jupiter,5.23,18.5,0.17,Radial velocity,522.4504880000001,13.4508,3.1200743143360007e+27,85695046.8,2.636062907832115e+24,1183.6114779604916
GJ 3222 b,59.0,6.9,Neptune-like,2022,11.73969,Earth,0.308,Jupiter,0.091179,0.029295003,0.93,Radial velocity,11.73969,3.452372,7.010942868e+25,21995062.012,4.457221138893774e+22,1572.940325267332
GJ 328 b,67.0,9.99,Gas giant,2013,2.3,Jupiter,1.19,Jupiter,4.5,11.2,0.37,Radial velocity,730.9399999999999,13.338709999999999,4.36517368e+27,84980921.41,2.5707089894094093e+24,1698.042718169686
GJ 3293 b,66.0,11.945,Neptune-like,2015,23.54,Earth,0.463,Jupiter,0.14339,0.08377823,0.06,Radial velocity,23.54,5.189767,1.4058088e+26,33064005.557,1.514101553665718e+23,928.4772191115347
